created_at,user_location,tweet_geo,tweet_country,place_type,is_retweet,keywords_matched,Deidentified_text,city
2024-12-04T23:47:04.000Z,,,,,False,,"There's where I stayed in buffalo [ORGANIZATION] 
[URL]",buffalo
2024-12-29T21:59:07.000Z,,,,,False,homeless,[USER] I'd rather be homeless in [ORGANIZATION] 🤣🤣🤣,buffalo
2024-11-26T18:35:00.000Z,New York State,,,,False,affordable housing,"[ORGANIZATION] celebrates the opening of ORG1 in [ORGANIZATION], a $8.4M transformation of the former ORG2. Supported by a $750K [ORGANIZATION] Better [ORGANIZATION] Fund loan, the project creates affordable housing and revitalized commercial space. Details: [URL]",buffalo
2024-12-20T12:16:43.000Z,"Kennett Square, PA",,,,False,homeless,[USER] Didn’t he listen to a homeless person in the [STREET] and picked [ORGANIZATION]?,buffalo
2024-12-19T20:06:09.000Z,,,,,False,beggar,"[USER] [USER] And yes, the food situation is one of those backwards things where an Egyptian [STREET] beggar eats better than a [ORGANIZATION] poor person because the quality of food is better there than here.",buffalo
2024-12-07T02:18:10.000Z,New York,,,,False,homeless,"[ORGANIZATION], a rookie on [ORGANIZATION], was homeless as a child and pays tribute to the man who changed his life: his “big brother” PERSON1. They are telling the extraordinary bond between them. [URL]",buffalo
2024-11-30T16:01:26.000Z,"Neptune, NJ",,,,False,,DATE0 - Kitchen open 10am-3pm serving lunch…[PERSON] w/ [PERSON]…Special - Buffalo Chicken Quesadilla.  [ORGANIZATION]!🍺,buffalo
2024-12-14T14:25:02.000Z,,,,,False,affordable housing,$500k a freebie for [ORGANIZATION]. No wonder we get affordable housing built for our own people. [PERSON] allowed halal food for [ORGANIZATION]; call to prayer. They need to integrate like the last exodus of [ORGANIZATION] Refugees [URL],buffalo
2024-12-07T02:12:19.000Z,"Ohio, USA",,,,False,homeless,[USER] I think he meant because [ORGANIZATION]’s homeless rate is much higher than [PERSON].,buffalo
2024-11-27T16:33:41.000Z,,,,,False,homeless,[[ORGANIZATION]] ORG0 Whatever for this fan base to get attention. Maybe donate to the homeless in the [ORGANIZATION] area .,buffalo
2024-12-30T23:27:05.000Z,NY city,,,,False,homeless,"[USER] [USER] ORG0 [USER] [USER] [USER] [USER]
[USER] ORG1 [USER] [USER]
[USER] [USER]

YES YES YOU ALL KNOW ME

ALL HOMELESS IN GPE0 FUCK FACE FOR

20 DOLLAR IN SHELTER [USER] [USER] [USER]
[USER] [[ORGANIZATION];",buffalo
2024-12-04T03:08:23.000Z,"Buffalo, New York ",,,,False,affordable housing,"More unites us than divides us:  We all want this city of neighborhoods to thrive. We want a world-class education for our children, healthy  food options, affordable housing, and a [STREET] we're proud to call home. 

That's why I'm running for mayor. 
[URL]",buffalo
2024-12-02T12:58:07.000Z,New York,,,,False,,".[USER]: [ORGANIZATION] is about to impose an unnecessary – and unfunded – mandate on every future new home buyer from [PERSON] to GPE2.
[URL]",buffalo
2024-12-24T15:56:02.000Z,Mid-South,,,,False,homeless,"Making a definite difference
[ORGANIZATION]: [ORGANIZATION] Distributes Thousands Of Gifts 

Also provides free DATE0 lasagna dinner for the homeless.

[URL] [URL]",buffalo
2024-12-03T18:00:17.000Z,"Buffalo, NY",,,,False,,"The project includes housing for income-eligible seniors [ORGANIZATION], older adults with housing instability, income-eligible renters over [LOCATION] and people with physical disabilities.

 [URL]",buffalo
2024-12-19T13:59:18.000Z,"Calabash, NC",,,,False,homeless,[USER] Dude picked [ORGANIZATION] bc a homeless guy told him to.,buffalo
2024-11-29T12:38:49.000Z,Perth WA Australia,,,,False,"homeless, homelessness",Do you want real change?Help from the harsh cost of living.Making multinationals and billionaires pay tax.Stopping the big fish corrupting major Governments. Money for poor people. No more homelessness.Action on high rents. No more poverty.White Buffalo [ORGANIZATION] [URL],buffalo
2024-12-18T08:49:02.000Z,United States,,,,False,homeless,"🗞️WBHP #BreakingNEWS 📰 

🫱🏾‍🫲🏻 Welcome Back Home Project

⚖️ Let’s Change #Baltimore 🏠 

🫱🏻‍🫲🏿Need a Job? Follow [USER]

🫱🏻‍🫲🏿 🫱🏻‍🫲🏼🤝🏻🇺[PERSON]🫱🏾‍🫲🏻🫱🏿‍🫲🏻🇺[PERSON]🫱🏿‍🫲🏾🫱🏿‍🫲🏽🇺[PERSON]🎓🔑
#wbhp #[PERSON] #[PERSON] #WWJD #Repair🇺[PERSON] #HomeSweetHome #[PERSON] #Democrats #SuperBowl #DATE0 #WednesdayMotivation #X #hgsm [URL]",baltimore
2024-12-20T01:58:27.000Z,"Baltimore, MD",,,,False,homeless,"[ORGANIZATION] sentenced in killings of deaf cellmate at [ORGANIZATION] jail, homeless man, [USER] reports: [URL] (via [USER])",baltimore
2024-12-11T03:18:59.000Z,Baltimore City,,,,False,homeless,[USER] DELTA BY PERSON0 NORTH TREATED A HOMELESS MOTHER AND CHILD INHUMANLY BY PUTTING HER OUT AFTER QUESTIONING WHAT HAPPENED TO HER CHILDS MISSING ANDRIOD TABLET PUTTING THEM OUT IN THE COLD. PLEASE SPEND UR MONEY ELSEWHERE. [ORGANIZATION] TO HOUSE FIRE,baltimore
2024-12-25T15:05:13.000Z,"Baltimore, MD",,,,False,homeless,"Happy Holidays from [ORGANIZATION]! We’re grateful for the support of our community, partners, and volunteers who help us provide hope and healing for homeless veterans. Wishing you DATE0! #HappyHolidays #Gratitude #[PERSON] [URL]",baltimore
2024-11-27T22:03:03.000Z,"Maryland, US",,,,False,homeless,PERSON0 Marylanders: [ORGANIZATION] woman known for feeding the homeless has [STREET] named in her honor.  [URL],baltimore
2024-12-16T03:59:04.000Z,"Baltimore, MD",,,,False,homeless,"[PERSON] to all kuddam who on [ORGANIZATION] helped prepare food for the homeless and needy to be distributed in [LOCATION], [ORGANIZATION].
[USER] [URL]",baltimore
2024-12-24T13:32:07.000Z,,,,,False,homeless,[USER] I live in [ORGANIZATION] and fellow veteran [ORGANIZATION] is a blessing since [DATE] he opened he had a pay it forward for homeless and also closes his business to serve meals to the less fortunate  God is good and karma is real,baltimore
2024-12-29T23:53:48.000Z,"Baltimore, MD","Baltimore, MD",United States,city,False,"homeless, homelessness","[ORGANIZATION] was replying to the fact that homelessness increased 18%.

Is that economic progress? Oh wait, it's called being a sneering liberal",baltimore
2024-12-08T23:17:04.000Z,United States,,,,False,"homeless, homelessness","[USER] Why are blue cities so unsafe and full of homelessness? I would take a red city [ORGANIZATION] - don’t have to worry about stepping in shit, get shot or car jacked.  [ORGANIZATION], [PERSON], [ORGANIZATION], [PERSON]…",baltimore
2024-12-19T18:00:38.000Z,100 Holliday Street,,,,False,affordable housing,"[USER] spent time with [USER] and
[USER] to discuss [ORGANIZATION]’s historic non-contiguous [ORGANIZATION] district and bonds that will create affordable housing across [PERSON]. For the full article click here: [PERSON] 
[USER] #bmorefinance [URL]",baltimore
2024-12-11T21:58:49.000Z,tracyrosenthal.com,,,,False,,"thank god for [ORGANIZATION] [ORGANIZATION] [USER] 
[URL]",baltimore
2024-12-03T14:17:30.000Z,"Baltimore, MD",,,,False,,"📢The current [ORGANIZATION] shelter declaration has been extended to [LOCATION], at [TIME].

Please continue to call [ORGANIZATION] at [PHONE] to get connected to shelter for the night.

Visit 🔗[URL] for more information. [URL]",baltimore
2024-12-27T05:50:25.000Z,,,,,False,homeless,Gonna start my own [ORGANIZATION] squid games with the homeless people,baltimore
2024-11-27T02:47:01.000Z,"Washington, DC Metro",,,,False,homeless,"[ORGANIZATION], is a deadly [STREET] to be!

High crime and murder rates…

Encountered a homeless war veteran in a wheelchair, out in the lightning, [ORGANIZATION]!

Gave him a few dollars to get out of the rain and go get a cup of coffee.

No one in [ORGANIZATION] cared about him! [URL]",baltimore
2024-12-07T12:14:23.000Z,,,,,False,homeless,"[USER] [USER] Ds haven been destroying beautiful, [ORGANIZATION] cities for [ORGANIZATION], no one remembers or stops it, they just repeat it. Riots destroyed [PERSON], [ORGANIZATION], [PERSON], GPE4 etc. Ds keep whipping up discontent, steal all the money, people who can, leave, broke city left with poor and homeless",baltimore
2024-12-31T19:07:19.000Z,"Washington, DC area",,,,False,homeless,"DATE0

Please [ORGANIZATION] share from:

[ORGANIZATION]
[ORGANIZATION], [PERSON]  [DATE]

[PHONE]

This sweet 62 pound pup brings a unique set of preferences and quirks, with a heart full of love waiting to be shared. She's DATE1, healthy, and up to [URL]",baltimore
2024-12-24T17:01:00.000Z,West Palm Beach,,,,False,homeless,PERSON0 You buy 100 pies from the guy in [ORGANIZATION] and give to homeless,baltimore
2024-11-28T21:44:05.000Z,,,,,False,homeless,"[USER] There's places here that u need a car and there's not even side walks.  [ORGANIZATION] public transport crowd wasn't the best, including homeless addicts trying to sell you stolen candy . One time I stopped someone from stabbing someone",baltimore
2024-12-28T03:23:06.000Z,TX- USA,,,,False,homeless,"[ORGANIZATION] Is it about the richest country? 
Have you asked [PERSON], and governors of [ORGANIZATION], [PERSON], GPE2 and other Democrat run cities what did they do with the founding of over 24 billion for homeless? While they got the money, the rate have doubled. 
Giving tax cut brings more business",baltimore
2024-12-07T02:34:43.000Z,Salisbury,,,,False,housing crisis,[ORGANIZATION] lays out strategy to tackle vacant housing crisis  [URL] [USER] [USER] [USER],baltimore
2024-12-27T05:31:39.000Z,in the aether,,,,False,homeless,"telling people in [ORGANIZATION] how much i love living in [PERSON] has been met with condescending ""how's that going for you"" mixed with change the topic and now we're talking about the homeless.",baltimore
2024-12-11T07:19:32.000Z,,,,,False,"homeless, homelessness","[ORGANIZATION] , Just Go To GPE0 Or GPE1 You’ll See Addicts And Homelessness In Surplus",baltimore
2024-12-30T05:28:25.000Z,,,,,False,"homeless, homelessness","Top 10 States Collapsing Fastest in [ORGANIZATION] to [ORGANIZATION], [ORGANIZATION], [PERSON], [PERSON], [PERSON], GPE6, GPE7, GPE8, [PERSON], [PERSON]T",baltimore
2024-12-02T21:46:04.000Z,"Baltimore, MD",,,,False,"homeless, homelessness","[ORGANIZATION] needs volunteers for the DATE0 Point-in-Time ([ORGANIZATION]) Count of sheltered and unsheltered people experiencing homelessness on [LOCATION]; DATE2 from [TIME].

Learn more and sign up to volunteer ⬇ [URL] [ORGANIZATION]",baltimore
2024-12-17T16:12:18.000Z,,,,,False,homeless,[USER] [USER] [USER] How much interest on the debt does the [ORGANIZATION] taxpayer pay [ORGANIZATION] instead of using this money to help the homeless in [PERSON]?,baltimore
2024-12-28T17:17:58.000Z,Stanford baby,,,,False,homeless,"[USER] 

[ORGANIZATION], I've kept track of your activities since the [ORGANIZATION] clean-up.

I was so impressed &amp; grateful with how you spoke in [PERSON] to the critical homeless.

We can now afford 
A REGULAR RECURRING AMOUNT TO 
EARLY VOTE ACTION.

Let's Go!
[USER] [URL]",baltimore
2024-12-11T13:30:53.000Z,,,,,False,homeless,"[URL]
[DATE][PERSON][DATE][PERSON][DATE][PERSON][DATE][PERSON][DATE][PERSON][DATE][PERSON][DATE][PERSON][DATE][PERSON][DATE][PERSON]
DATE0
DATE1
DATE2, to overcome
[ORGANIZATION]. 
A lady that genuinely cares about people. 
[DATE][PERSON][DATE][PERSON][DATE][PERSON][DATE][PERSON][DATE][PERSON][DATE][PERSON][DATE][PERSON][DATE][PERSON][DATE][PERSON]",baltimore
2024-11-28T00:35:05.000Z,"Baltimore, MD",,,,False,"homeless, homelessness","It’s DATE0. Homelessness can affect anyone, but [ORGANIZATION] communities and adults without children are disproportionately impacted. Learn more and find [ORGANIZATION] resources 🔗 [URL] [URL]",baltimore
2024-12-04T15:00:20.000Z,"Annapolis, Maryland",,,,False,,.[USER] [ORGANIZATION] #AffordableHousing #Housing #Rent #Mortgage #Home #Apartment #[PERSON] #MDcounties [URL] [URL],baltimore
2024-12-20T16:25:33.000Z,"Maryland, USA",,,,False,,"""We're all in to change—and improve—the housing paradigm in [ORGANIZATION].

FAC0, replacing FAC1, will provide 122 much-needed, high quality and affordable units to working families.""- [ORGANIZATION] Executive
[URL]",baltimore
2024-12-13T23:08:00.000Z,"Baltimore, Maryland",,,,False,"homeless, homelessness","Hundreds of youth and young adults in [ORGANIZATION] face the harsh reality of homelessness, writes [ORGANIZATION], and a significant number of them identify as LGBTQ+. [LOCATION]",baltimore
2024-12-05T13:59:16.000Z,"Las Vegas, NV",,,,False,homeless,"[USER] [USER] Funny you think or imply whites kill homeless for sport, just look at black on black crime in [ORGANIZATION], [PERSON], [ORGANIZATION], etc. wake up racist.",baltimore
2024-12-13T19:14:06.000Z,"Philadelphia, PA",,,,False,affordable housing,&amp; [ORGANIZATION] shared their amazing work in a mixed-income affordable housing development; &amp; ORG1 provided a tour of a six-acre [INSTITUTION] highlighting the neighborhood’s revitalization and greening efforts.,baltimore
2024-12-27T23:30:08.000Z,Baltimore,,,,False,"homeless, homelessness","Homeless advocates push for improved procedures in [ORGANIZATION] shelters and hotels, aiming to tackle homelessness effectively. [ORGANIZATION]",baltimore
2024-12-08T02:40:42.000Z,DMV,,,,False,"homeless, homelessness",[USER] [USER] I lived in [ORGANIZATION] as a child. We moved because of crime and drugs. I lived in [ORGANIZATION] for a short time as an adult. We moved because of crime and homelessness. It's close to a lost cause.,baltimore
2024-12-13T22:48:00.000Z,"Baltimore, Maryland",,,,False,"homeless, homelessness",The crisis of LGBTQ+ homelessness in [ORGANIZATION] | GUEST COMMENTARY [URL],baltimore
2024-12-09T19:21:14.000Z,,,,,False,squatter,"[USER] The major risk in [ORGANIZATION] is arson squatter takeover if you ever materially leave your property. 

I would only buy in [ORGANIZATION] if I'm going to sleep in my property [TIME] for [ORGANIZATION]. 

I really like the [ORGANIZATION] area but I've seen burnt outs.",baltimore
2024-12-19T02:30:11.000Z,Baltimore,,,,False,,"[ORGANIZATION] Mayor [PERSON] says it has been a [ORGANIZATION]-long effort to bring life into the 13,000 vacant properties in the city, and the nearly $51 million in state funding is a tremendous boost. 

 [URL]",baltimore
2024-12-19T16:59:44.000Z,,,,,False,,"[USER] [USER] Thats not a picture from [ORGANIZATION] dummy.

[URL]",baltimore
2024-12-12T15:00:01.000Z,"Baltimore, MD",,,,False,,"[ORGANIZATION] is activated &amp; several [PERSON] ([ORGANIZATION]) providers are operating as warming centers. For more information visit🔗[LOCATION]

☎ To get connected to [TIME] emergency shelter, please call ORG2 at [PHONE]. [LOCATION]",baltimore
2024-12-10T02:53:19.000Z,"Washington, DC",,,,False,panhandler,This episode of #[PERSON] is about the daughter/father that killed the wife in [ORGANIZATION] and tried to say a panhandler did it,baltimore
2024-12-27T15:45:27.000Z,,,,,False,homeless,[USER] I can look at a [STREET] like [ORGANIZATION] or [PERSON] or GPE2 and know it has high crime and homeless rates without needing the data. The data is the cherry on top,baltimore
2024-12-16T22:27:54.000Z,"Baltimore, MD",,,,False,homeless,"HEARTBREAKING: A homeless family is pleading with [ORGANIZATION] to help them after a fire recently destroyed their apartment building.

The [ORGANIZATION] hasn’t been in school in [LOCATION]. 

[USER] [USER] 

[URL]",baltimore
2024-12-11T03:38:01.000Z,Babylon 6,,,,False,homeless,"[USER] [USER] As a person who went [ORGANIZATION] from drug use for [ORGANIZATION], homeless in [LOCATION] (5 [ORGANIZATION] sober now thank god), I dunno man. There’s a lot of things that could explain it that isn’t “the [ORGANIZATION] mind controlled him to shoot a rich ceo causing the entire country to talk about healthcare”",baltimore
2024-12-09T13:30:22.000Z,United States,,,,False,affordable housing,"[ORGANIZATION] gifts $65 million to an affordable housing developer, ORG1 names new market leader and more [ORGANIZATION] business news to start [ORGANIZATION]. [URL]",baltimore
2024-12-31T17:34:10.000Z,"Atlanta, GA",,,,False,homeless,"There are numerous stories from [ORGANIZATION] that highlight humanity's capacity for good, including initiatives like bookmobiles for kids in [ORGANIZATION], free shoes for the homeless in [PERSON], and promising developments in affordable treatments for skin cancer
.[]([URL] [URL]",baltimore
2024-12-15T11:52:11.000Z,,,,,False,unhoused,"PERSON0: [ORGANIZATION] purchased [ORGANIZATION] located at [ADDRESS]; ORG1 located at [[ORGANIZATION]; [ADDRESS], for unhoused [ORGANIZATION]; illegal immigrants. 

$15.2 Million for [ORGANIZATION]; $3.2 Million for the management agreement. [URL]",baltimore
2024-12-19T08:00:11.000Z,Baltimore,,,,False,affordable housing,[ORGANIZATION] Gov. [PERSON] announced a $50.8 million effort to create more affordable housing and rehabilitate vacant buildings in [PERSON] through [ORGANIZATION]. [URL],baltimore
2024-12-17T12:33:59.000Z,,,,,False,homeless,[USER] Pope [PERSON]: many of us in [ORGANIZATION] are church homeless and joyless. We will not be celebrating [ORGANIZATION] in the church we chose and have supported. We need new leadership in the [ORGANIZATION] now and we demand that you rescind the decree to close FAC0 and…,baltimore
2024-12-31T22:30:04.000Z,U.S.A.,,,,False,,"[ORGANIZATION] of #Homeownership in #[PERSON]? 🌟
💸 Find affordable #homes even if your credit isn’t perfect! Our guide to cheap houses 
for sale in [ORGANIZATION] will help you take the first step to owning your dream home.
[URL]
#CheapHouses #[ORGANIZATION]  #Housing [URL]",el paso
2024-12-05T11:47:05.000Z,"San Antonio, TX",,,,False,affordable housing,"[ORGANIZATION] [URL]
[ORGANIZATION] is a new rental housing community on the [LOCATION] side, off FAC0 and FAC1. [URL]",el paso
2024-12-19T17:37:53.000Z,"el paso, texas",,,,False,homeless,"[USER] Creative Kids in [ORGANIZATION], [PERSON] is a non-profit creative youth development agency that works with kids battling cancer, homeless youth, migrant youth and kids who were in the [ORGANIZATION] mass shooting  using the power of the arts to heal and thrive.

Instagram - [USER].olo",el paso
2024-12-29T01:15:09.000Z,"El Paso, Texas",,,,False,"housing crisis, affordable housing","Tiny home communities in [ORGANIZATION] could be a game changer. 

Affordable housing, communal spaces, investing in working families, public transportation, and ending the housing crisis is something our new council should prioritize.",el paso
2024-12-11T08:27:52.000Z,twinsandtriplets.com,,,,False,homeless,[USER] They did a study in [ORGANIZATION]; watched one homeless person with a cardboard sign at anintersection [ORGANIZATION]. They counted # of times person received paper $. Assuming $1 each time made $250./day. 8hr that’s $31.25 per hour. Cash/tax free. $60k per year holding sign [LOCATION]. 🇺[PERSON],el paso
2024-12-29T16:37:29.000Z,"El Paso, Texas",,,,False,affordable housing,"[ORGANIZATION] needs to focus on affordable housing. 

I recommend they transition some of the newly closed schools, empty warehouses/ buildings, and empty city properties into affordable housing projects. 

Side note: We didn’t open warming centers [ORGANIZATION] [URL]",el paso
2024-12-14T04:45:02.000Z,"El Paso, TX",,,,False,,"This impressive piece of FAC0 is the work of local artist PERSON0. He says it's made out of a million pieces of glass. 
[URL]",el paso
2024-12-04T01:02:00.000Z,Rick McCann Police Chief/FF-EMT/Chaplain/Author,,,,False,homeless,"Homeless man stabs [ORGANIZATION] guard over chicken wings, says jail is worth a meal [URL]",el paso
2024-12-02T03:00:04.000Z,"El Paso, Texas",,,,False,,"The burglary suspect who allegedly stabbed an [ORGANIZATION] guard in [LOCATION], says this is what he has to do to eat. [URL]",el paso
2024-12-11T23:08:11.000Z,"El Paso, Texas",,,,False,homeless,City officials said they are having difficulty addressing a homeless encampment in central [ORGANIZATION]. [ORGANIZATION],el paso
2024-12-02T18:09:19.000Z,Eternity,,,,False,homeless,"[ORGANIZATION] sues [ORGANIZATION] church that provides homeless services

PERSON1  [URL]",el paso
2024-12-30T20:59:48.000Z,"Austin, TX",,,,False,"homeless, homelessness","[USER] [USER] [USER] Have you seen the homeless in [ORGANIZATION] , [PERSON] , [ORGANIZATION], [PERSON], [PERSON] , [PERSON] , [ORGANIZATION] homelessness is rampant in GPE7 .",el paso
2024-11-26T15:46:18.000Z,"El Paso, Texas",,,,False,,"A win for my office, and one we've been working on for [ORGANIZATION]! Reducing crime and recidivism isn't just attained by policing and jailing individuals. I'm proud to lead the [STREET] in dedicating more resources to social services that truly help people.

[ORGANIZATION]",el paso
2024-11-28T02:18:36.000Z,"El Paso, Texas",,,,False,,A church in central [ORGANIZATION] brought [ORGANIZATION] cheer to the community in need. [URL],el paso
2024-12-28T04:07:58.000Z,"El Paso, Texas",,,,False,homeless,"Homeless encampments are appearing across [ORGANIZATION], emerging in downtown, central, and east parts of town. [URL]",el paso
2024-12-11T06:05:03.000Z,"El Paso, Texas",,,,False,homeless,"Homeless camp in [ORGANIZATION] causing concern for nearby residents
[URL]",el paso
2024-12-13T05:08:07.000Z,"El Paso, Texas",,,,False,,[ORGANIZATION] unveiled the new mural created by local artist PERSON0. [URL],el paso
2024-11-28T02:19:56.000Z,"El Paso, Texas",,,,False,"homeless, homelessness","ORG0 on FAC0 gave out over 100 free meals at [ORGANIZATION], a local nonprofit aiding those experiencing homelessness. [URL]",el paso
2024-12-03T13:02:04.000Z,"El Paso, Texas",,,,False,homeless,"[ORGANIZATION] -- GPE0 Police: A [ORGANIZATION] homeless man died after he was struck by a vehicle DATE1 evening, [ORGANIZATION], in [LOCATION].
[URL]",el paso
2024-11-26T20:18:21.000Z,"Columbia, SC",,,,False,homeless,"Our [ORGANIZATION] team and their families spent DATE0 delivering turkeys and all the trimmings to two local convents, helping them serve the homeless community. 

Additionally, they hand-delivered [LOCATION] meal baskets to eight families in need! 🦃🍽️ #SEFL #LTL #trucking [URL]",el paso
2024-12-17T16:01:06.000Z,"El Paso, Texas",,,,False,homeless,"[ORGANIZATION] has announced a $100,000 funding award to ORG1 in [ORGANIZATION]",el paso
2024-11-27T03:53:05.000Z,"San Antonio, TX",,,,False,,"'PERSON0 IS WORTH A MEAL' 🚔 [URL]
The burglary suspect who allegedly stabbed an [ORGANIZATION] guard in [LOCATION], says this is what he has to do to eat. [URL]",el paso
2024-12-29T21:26:56.000Z,Florida,,,,False,homeless,"Notice how they call the [ORGANIZATION] homeless now. Trying to make them sound less criminal. Mainstream media doing what they always do, help the criminal!
[URL]",el paso
2024-11-27T16:16:01.000Z,Texas,,,,False,homeless,"SFC PERSON0 of [ORGANIZATION], was honored by Rep. [PERSON]amp; [ORGANIZATION] for her community impact; housing 11 homeless vets, helping 9 secure jobs, &amp; supporting at-risk youth. A true example of selfless service!

[URL] [URL]",el paso
2024-12-29T20:47:49.000Z,"El Paso, TX",,,,False,,"[USER]
[URL]",el paso
2024-12-16T07:20:41.000Z,they/she | cle | bi | 22,,,,False,,[ORGANIZATION] how i sent my mom a [ORGANIZATION] edit including the [ORGANIZATION] move scene with the message “the horrors of the affordable [PERSON] housing market” bc growing up so many ppl moved away to [PERSON],el paso
2024-12-20T03:58:15.000Z,Somewhere down in Texas,,,,False,homeless,"[USER] [USER] [USER] [USER] [USER] I remember back in [ORGANIZATION], a guy I was working with told a homeless man that he would help him get a job and temporary housing at the [ORGANIZATION] after he asked for food.
The homeless mon had a fit about it",el paso
2024-12-02T19:05:33.000Z,"El Paso, Texas",,,,False,homeless,"A [ORGANIZATION] homeless man died after he was struck by a vehicle DATE1 evening, [ORGANIZATION], in [ORGANIZATION], according to [PERSON]. [URL]",el paso
2024-12-15T03:14:57.000Z,"El Paso, Texas",,,,False,homeless,"[USER] [USER] No [STREET] that’s downtown [ORGANIZATION], where are all the homeless people. 🤷🏽‍♂️",el paso
2024-12-13T05:05:48.000Z,"El Paso, Texas",,,,False,affordable housing,A new mural of [ORGANIZATION] was unveiled at the [ORGANIZATION] ([ORGANIZATION]) newest affordable housing development in central [ORGANIZATION] on [ORGANIZATION]. [URL],el paso
2024-12-17T23:05:05.000Z,The Home Of The Brave 🇺🇸 ,"El Paso, TX",United States,city,False,homeless,[USER] Anywhere you aren't homeless lol with these prices damn,el paso
2024-11-30T18:18:34.000Z,,,,,False,"homeless, homelessness","[USER] [USER] [USER] “I really hate seeing the [STREET] homelessness affects people in [ORGANIZATION].”

“Well, you can’t be upset about that unless you’re just as upset about homelessness in [PERSON].”

“Uhh… okay, dude.”",el paso
2024-12-13T18:00:32.000Z,Nationwide,,,,False,,"This #[DATE], we’re highlighting [ORGANIZATION] recent move to invest [ORGANIZATION] funds to support former inmates.

“It's really going to have an impactful, meaningful change in people's lives.” – [USER]

Obligate your [ORGANIZATION] funds by [ORGANIZATION]!
[URL]",el paso
2024-11-30T22:00:06.000Z,"El Paso, Texas",,,,False,,"""I am willing to go to jail as long as I eat,"" the suspect told police.  [URL]",el paso
2024-12-11T05:53:05.000Z,"Los Angeles, CA",,,,False,homeless,"[USER] That’s $190,000 per homeless person. 

You could buy them a house.

Cities where the median home price is close to or under $200k:

[ORGANIZATION], [PERSON], [PERSON], [PERSON], GPE7
GPE8, [PERSON], GPE10",el paso
2024-12-23T04:27:17.000Z,"Austin-El Paso, TX",,,,False,homeless,[ORGANIZATION] to hold candle-lighting ceremony in honor of ...  via [ORGANIZATION] [URL],el paso
2024-12-18T20:00:27.000Z,"Austin, TX",,,,False,homeless,"#[PERSON] awarded $100,000 to [PERSON] (ORG3) to enhance employment and education-related skills for [DATE] and migrant farmworkers. The award was part of a $300,000 discretionary fund award under the CSBG Program. [PERSON]",el paso
2024-12-02T14:16:47.000Z,,,,,False,homeless,"Did your Black flunky mayor get the🐀[ORGANIZATION]'s memo 2 stick it 2 Rump instead of serving you by refusing 2 deport migrants + give them Black taxpayers'💰 4 shelter+food while Black citizens go homeless? [ORGANIZATION] mayors did.

 Charity starts at 🏠.

[URL]",baltimore
2024-09-10T11:27:44.000Z,United States,,,,False,homeless,"PERSON0 Instead of peacocking on social media for your next job, how about you concentrate  on the gaggles of homeless people in [ORGANIZATION]?",scranton
2024-09-21T22:18:13.000Z,Wilkes-Barre/Scranton PA,,,,False,beggar,[USER] Just what [ORGANIZATION] needs...another beggar.,scranton
2024-11-23T20:01:37.000Z,,,,,False,"housing crisis, affordable housing","[ORGANIZATION] area in [ORGANIZATION] is facing a housing crisis. 40% of people in this area live in poverty, and the city lacks 20,000 affordable housing units. Initiatives like [ORGANIZATION] to fix old housing, but progress depends on securing funding. [URL]",fayetteville
